Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,30.896240234375,33.62960604727621,25.53700130653391,27.579347988281896,855215656
2007-10-08,29.314563751220703,31.940435853510763,29.130291220861363,31.940435853510763,126671715
2007-10-09,31.310836791992188,31.587243472262923,27.748250230796387,29.329914613165748,116725709
2007-10-10,31.602615356445312,32.247567370344406,31.326208540653212,32.12471827671269,67931378
2007-10-11,35.134483337402344,36.854353617199706,31.326201824292376,36.854353617199706,106320954
2007-10-12,34.904144287109375,36.209402372050526,34.09027831431998,34.397397863717906,99410791
2007-10-15,35.36481857299805,35.84085630609194,35.05769906735355,35.625870985910844,41814972
2007-10-16,38.973480224609375,39.587723519051465,35.165198458752826,35.41089244406911,138614496
2007-10-17,42.01397705078125,42.9967573869974,32.58540047308787,35.01164684805493,204876259
2007-10-18,40.539791107177734,45.89902920857211,38.80456638965236,42.68962807257307,146617799
2007-10-19,40.40159606933594,42.044686838048165,38.38996009743683,39.61843855395792,110266491
2007-10-22,39.8641242980957,41.1079566807392,38.543507870317065,39.58771756479438,72253405
2007-10-23,42.70499038696289,43.088889879559666,40.84691434344885,40.84691434344885,74594921
2007-10-24,42.044681549072266,44.07167158046381,41.56864370770731,43.61098805164334,63055170
2007-10-25,41.952545166015625,42.93532952042755,37.05398603838048,40.61657411615367,34522489
2007-10-26,43.21173095703125,43.90274994892331,41.5379277326625,42.689626052482595,62370025
2007-10-29,44.08702850341797,45.146592767848155,43.703129011316605,43.9181143931238,43657697
2007-10-30,45.0698127746582,46.28293266780199,43.36529653396666,44.68591328336408,79921711
2007-10-31,46.006526947021484,47.02002412717177,45.14659373256927,45.300153532691176,44655368
2007-11-01,44.97767639160156,47.49605883238033,44.60913536296465,47.14287211784552,50632492
2007-11-02,45.791534423828125,46.067945353428755,42.99674566407308,43.34993648176822,32001693
2007-11-05,46.72824478149414,47.75709596587375,45.48440827539643,45.76081916491254,38833135
2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
2007-11-07,46.651466369628906,48.893437181041655,45.60726084329386,48.217776741919,33593141
2007-11-08,45.85296630859375,47.09680316618649,44.8394733125488,45.45371250180661,27990521
2007-11-12,46.958587646484375,47.78781204099281,43.25779482278589,44.4709186285343,35153735
2007-11-13,48.0795783996582,49.047004189621056,46.2368610223668,47.75710452486248,43830531
2007-11-14,47.449989318847656,49.599826456419414,47.204291146636685,48.9241616898093,36738579
2007-11-15,48.24848937988281,49.09306805039598,47.34248513982959,48.34062356861787,29242252
2007-11-16,47.910667419433594,49.00094027227761,47.35784967097989,48.033514419453546,18895294
2007-11-19,49.64588165283203,51.44253166279176,48.63238891161119,49.000929833157386,40716718
2007-11-20,48.878089904785156,50.828299954560364,48.279205093281334,49.44626192700598,26342171
2007-11-21,45.0698127746582,49.46162128883253,43.97953572003725,49.16986017479464,26814499
2007-11-22,43.51885223388672,46.40577946912177,41.630067747633426,44.59377070832403,34096185
2007-11-23,46.4057731628418,46.68217989987701,43.795253056958856,46.375060377487856,27664090
2007-11-26,46.774322509765625,48.12564781840213,46.40578151590614,48.12564781840213,20159123
2007-11-27,45.622615814208984,47.572825611622775,45.14658222143697,47.572825611622775,20573198
2007-11-28,44.94694900512695,46.835737305276,44.639829498185634,46.62075198418711,16435311
2007-11-29,43.73383712768555,46.31364060565342,43.16566510701047,46.0679466232091,25530967
2007-11-30,45.42298126220703,45.699387952004514,43.91809669279903,44.53233563260429,18437721
2007-12-03,46.06794738769531,46.636119417799065,45.62262235085234,45.97580901856795,16851227
2007-12-04,45.46906280517578,46.758966655084905,45.13123044776379,46.375067195656676,14008727
2007-12-05,47.28105926513672,47.449977497494174,45.45370065280162,45.54583484094204,27725290
2007-12-06,46.4057731628418,49.03164341303903,45.80688842795289,48.30991170230949,24104710
2007-12-07,46.20615005493164,47.357848461151725,45.37692970179868,46.697542208034044,11742386
2007-12-10,46.2522087097168,46.820376436040405,45.65332403558014,46.651462382091445,8330010
2007-12-11,46.03722381591797,46.92786951543608,45.806884195409424,46.666817112411444,11685950
2007-12-12,46.006526947021484,46.42113924046586,45.14659373256927,45.45371333281309,16342131
2007-12-13,45.23871612548828,46.68217953568618,45.06980205572207,46.06794049569985,14620172
2007-12-14,44.793399810791016,45.49977734261516,44.56306012628713,45.08516507739297,10991851
2007-12-17,42.09074401855469,45.30014489540296,41.46114645875328,45.05444676270898,19355678
2007-12-18,41.9064826965332,43.30387531964764,40.601224294397724,41.61471738747232,21607783
2007-12-19,41.138671875,43.626340951554525,40.785485241453905,43.25779584185189,19526912
2007-12-20,40.724063873291016,42.01396772487502,40.53979129941105,41.67613536702438,17105204
2007-12-24,41.9678955078125,42.62820166529412,41.00046565424558,41.33829797092171,16711519
2007-12-26,43.24244689941406,43.76455184204467,42.198241179728676,42.198241179728676,20930094
2007-12-27,43.549564361572266,44.74732981034145,43.181019223993,44.13309069142642,44565277
2007-12-28,43.88740158081055,44.07167417005115,42.99675142707695,43.457430817390424,18354518
2007-12-31,44.20987319946289,44.47092567357681,43.672413938583134,44.225231677690694,11982308
2008-01-01,45.02373123168945,45.43834342081418,44.02559278203646,44.44020497116119,16687746
2008-01-02,44.778045654296875,45.36157202396097,44.117739389530236,45.023739652394624,13437280
2008-01-03,46.620750427246094,46.80502295837192,43.96416761403758,44.501626733235966,31815218
2008-01-04,46.37505340576172,47.9106507868557,46.06793392954292,47.2964118344181,28011310
2008-01-07,45.99114990234375,47.05070950015717,45.49975795170643,46.08328407064957,15858063
2008-01-08,44.42485809326172,46.682187797845415,43.88739883815017,46.03723585859639,13282666
2008-01-09,43.718475341796875,44.67054674147567,43.61098267052139,44.470919875149946,13113527
2008-01-10,42.67427444458008,45.14658949376323,42.38250918551178,43.9181112081296,18023003
2008-01-11,43.31922912597656,43.733841406797524,41.61471289717395,43.25780354156751,11629440
2008-01-14,43.979530334472656,44.44020966761258,42.70498501256732,43.3960040122772,10264240
2008-01-15,42.6435661315918,44.87018325808154,42.290379420505225,44.685914828350256,11558334
2008-01-16,41.76827621459961,42.689635064969764,40.70871603601978,42.336448338776485,14834065
2008-01-17,42.88926315307617,43.84133473175054,41.03118710191345,41.92183309528905,16169395
2008-01-18,40.89297866821289,42.58213614868837,40.53978786256226,42.53606488494236,13254156
2008-01-21,33.936710357666016,40.53977907775757,29.560255751097163,40.53977907775757,33202389
2008-01-22,30.527694702148438,32.24756523690373,24.24709742903591,30.589118203506548,58755707
2008-01-23,33.936710357666016,35.24196812791667,31.019075341811607,31.019075341811607,28425991
2008-01-24,34.01350784301758,36.42439780631923,32.40112976231973,35.76409142543448,29911930
2008-01-25,35.76408386230469,35.932997959283554,34.32062021955968,35.625878389812335,12550722
2008-01-28,36.147987365722656,36.42439417603566,32.401126533020246,35.272695661751264,13601109
2008-01-29,35.54909133911133,36.76221506047259,35.011632200762016,36.24011023127472,7679877
2008-01-30,33.583534240722656,35.7794383394471,33.13820919670669,35.62587855400377,9016102
2008-01-31,31.38762855529785,34.0288577397834,31.01908548096655,33.93672145050359,41538563
2008-02-01,32.47789764404297,32.708237284559935,31.63331896214741,31.92508209024473,9089201
2008-02-04,34.151695251464844,34.55095100559367,33.09213342600602,33.09213342600602,12009385
2008-02-05,35.21126937866211,35.671948775268625,33.47604448455944,34.213130686014644,14593303
2008-02-06,34.904144287109375,35.31875651191166,32.953936398105235,34.24383808901894,12429218
2008-02-07,33.26105499267578,35.610520727796235,33.04607173082633,34.428109663442704,11300078
2008-02-08,32.401119232177734,33.752444351333004,31.802234473464182,33.47603760330186,13514197
