Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2010-01-04,35.396263122558594,35.63244810098995,34.6719642305498,34.703454279621795,4353415
2010-01-05,35.50648498535156,36.0260911034279,35.34902832706872,35.58521331449298,4374738
2010-01-06,35.758426666259766,36.026101783306885,35.58522386367443,35.77417276388448,5549959
2010-01-07,36.07332229614258,36.29376329600048,35.49073402183298,35.868629522722884,4535147
2010-01-08,36.16780471801758,36.46696981354095,35.915871495629915,36.24653304914773,3809958
2010-01-11,36.34176254272461,36.76875529808919,36.24687717040433,36.689682724501736,3041300
2010-01-12,35.819881439208984,36.53153454237361,35.67755124757219,36.12035890986302,2569224
2010-01-13,36.357574462890625,36.531532384068804,35.36125889033467,35.81987932294906,3322262
2010-01-14,37.11667251586914,37.48040546733275,36.38920232298058,36.53153466005654,6747297
2010-01-15,37.527854919433594,38.41347040662624,37.11667921142558,37.43296953757393,11273753
2010-01-18,37.19575119018555,37.95484710264761,37.0376060296742,37.559484201369244,4085821
2010-01-19,36.76875686645508,37.6069253242417,36.57898182375803,37.16411975125649,4992784
2010-01-20,36.974342346191406,37.30644972218268,36.658052058558724,36.76875451722248,3697700
2010-01-21,35.94639587402344,37.148301439447195,35.756623004467535,36.84782397560095,3555527
2010-01-22,36.15199279785156,36.35758495123035,34.71287346397385,34.79194604913114,4943166
2010-01-25,36.468284606933594,37.00597992363922,35.44034310347832,36.15199425356851,2912852
2010-01-27,35.835697174072266,37.132486014860795,35.48777701350568,36.468275579226656,8252922
2010-01-28,36.02547073364258,37.306448945876134,34.254246446745285,36.658051295744635,11600411
2010-01-29,35.64591979980469,35.96221005400947,35.124041738359026,35.70917742164953,3996285
2010-02-01,35.724998474121094,35.9464012609393,35.42452311022632,35.503595687302884,2078776
2010-02-02,35.96221923828125,36.531542270243484,35.58267126530013,35.867331708790694,3466800
2010-02-03,35.724998474121094,36.136176303915434,35.58266826437946,36.05710372683886,2006355
2010-02-04,35.424522399902344,36.13617557932156,35.32963488031694,35.582667550884395,2254939
2010-02-05,33.969581604003906,35.1082273965908,33.8430663581523,34.98171215073919,4391981
2010-02-08,34.317508697509766,34.45983891416253,33.77981557627652,34.317508697509766,1831316
2010-02-09,34.19099807739258,34.47565854942342,34.017037946715355,34.19099807739258,1113258
2010-02-10,33.93796920776367,34.36495996428298,33.858896607114,34.317517261885804,1023345
2010-02-11,33.85889434814453,34.2384423769443,33.82726445200229,34.001224590821764,640478
2010-02-15,33.17885208129883,34.317497740947125,33.14722220103846,33.937949902724476,1575236
2010-02-16,33.763999938964844,34.00121767685037,33.14723210447766,33.2104918838986,1192982
2010-02-17,33.87469482421875,34.08028262636752,33.748177438682156,34.00121006477484,989784
2010-02-18,34.20681381225586,34.61799175320241,33.59004797332679,33.92215331582137,1713670
2010-02-19,33.89052200317383,34.20681238377337,33.6849341137767,34.20681238377337,1267093
2010-02-22,33.843074798583984,34.27006761354084,33.76400221396095,33.96959007598839,835164
2010-02-23,33.716548919677734,33.90632393316759,33.54258884814213,33.843066310331174,801182
2010-02-24,33.60585021972656,33.81143804000132,33.4160751971801,33.59003527701758,906081
2010-02-25,33.66910934448242,33.843069432064354,33.242116597234116,33.843069432064354,1650113
2010-02-26,34.01703643798828,34.44402712709662,33.52678596236206,33.84307631502656,1548385
2010-03-02,34.01703643798828,34.63380219668782,33.84307631502656,34.03285138461776,780476
2010-03-03,34.380767822265625,34.475655352470696,33.70074230994691,33.70074230994691,1578097
2010-03-04,34.41239547729492,34.633798270062165,34.25425031889246,34.4756531116597,1157814
2010-03-05,34.238441467285156,34.68124713162335,34.159368874011804,34.4756592471052,766252
2010-03-08,34.80775451660156,35.01334234175323,34.31750415087749,34.47564929175747,1998979
2010-03-09,34.41239547729492,34.91845869719419,34.31750795325725,34.79194342846462,1368556
2010-03-10,34.50728225708008,34.69705515608142,34.20680474661131,34.44402247909869,1572349
2010-03-11,33.77981185913086,34.85519798326138,33.55840694094446,34.47565006562595,4256779
2010-03-12,33.62166213989258,33.969582290486436,33.38444444039148,33.54258957339221,7813231
2010-03-15,33.09978485107422,33.684922715171766,32.95745465696368,33.684922715171766,2420100
2010-03-16,33.19467544555664,33.289562965437895,32.751867734437745,32.91001288591287,1690093
2010-03-17,33.63748550415039,33.795632821727786,33.24212257265986,33.24212257265986,2067076
2010-03-18,33.55841064453125,33.81144333254043,32.309064294650895,33.38445053746362,2257266
2010-03-19,34.222618103027344,34.554723342094725,33.40026247723963,33.5267798823505,3363560
2010-03-22,34.01703643798828,34.50728691361451,33.73237383360149,33.84307631502656,2178427
2010-03-23,34.14354705810547,34.444022423104826,33.7798140602085,34.08028942520786,1381649
2010-03-25,33.66910934448242,34.30168992115796,33.526779143726586,34.30168992115796,3128139
2010-03-26,33.763999938964844,34.00121767685037,33.479337366513604,33.700740159543905,2059990
2010-03-29,33.763999938964844,34.04866036643509,33.55840994580878,33.98540273199514,1977720
2010-03-30,33.74818420410156,34.00121688091911,33.684926571142405,33.763999148586585,1369034
2010-03-31,33.89052200317383,34.03285439042876,33.305383941072115,33.84307930407647,1719363
2010-04-01,33.73236846923828,34.032845972470454,33.684925781875776,34.00121608424152,928358
2010-04-05,34.01703643798828,34.23843925585719,33.76400372686044,34.15936666769106,1444077
2010-04-06,33.906333923339844,34.15936663421976,33.81144638863723,34.15936663421976,2818200
2010-04-07,34.96589660644531,35.10822679182177,33.87469565858509,33.87469565858509,3932498
2010-04-08,35.15567398071289,35.70918199648319,34.206803096535246,35.42452158922223,4525961
2010-04-09,34.68124008178711,35.25056306662224,34.57053976069587,35.17149048942239,2218499
2010-04-12,34.30169677734375,34.95009242703295,34.190996441287346,34.50728679284488,854787
2010-04-13,34.080291748046875,34.53891229903931,33.96958927419511,34.00121916529021,1196945
2010-04-15,34.04865646362305,34.44401931478065,33.93795615228736,34.31750406040251,1834504
2010-04-16,34.12773132324219,34.222618842881495,33.8747007975119,33.93795842894447,3410045
2010-04-19,34.01703643798828,34.12773677443212,33.68493113869431,33.96959159809987,1997149
2010-04-20,34.14354705810547,34.428209623616134,33.70073933786032,34.00121684784061,2663183
2010-04-21,34.80775451660156,35.171487482633204,34.12772912382922,34.159359009997516,4408329
2010-04-22,34.36495590209961,35.31382699773238,34.03285273461319,34.69706121456734,3257926
2010-04-23,34.68124008178711,34.79194254785928,34.28587719578784,34.47565223905986,1225052
2010-04-26,34.918460845947266,35.218938381387005,34.69705803955571,34.79194556943241,1204934
2010-04-27,35.80406951904297,36.262690017465246,34.82357089224031,34.87101357846368,11718037
2010-04-28,36.34176254272461,38.1129890490759,34.190990257130544,35.58266669427739,8993805
2010-04-29,34.93427658081055,36.025477836586546,34.665431075898844,36.025477836586546,5294606
2010-04-30,34.80775451660156,35.26637499615734,34.72868194616158,35.26637499615734,1318467
2010-05-03,34.58634948730469,34.77612235696592,34.507276922034016,34.77612235696592,1557313
2010-05-04,34.001216888427734,34.77612771855559,33.89051442198907,34.6021676191438,1045708
2010-05-05,33.92213821411133,34.064468398964955,33.59003301946581,33.84306565086147,1404451
2010-05-06,33.763999938964844,34.00121767685037,33.33700715277848,33.684927359669665,1322298
2010-05-07,33.52677917480469,33.763996891277905,33.22630168462064,33.36863403048921,5243780
2010-05-10,34.19099807739258,34.36495606308847,33.590045093687756,33.62167284336822,1121466
2010-05-11,33.763999938964844,34.444023262910974,33.66911241481443,34.444023262910974,838559
2010-05-12,33.795631408691406,34.04866195828089,33.55841151473436,34.032849157667364,1266616
2010-05-13,34.27006530761719,34.34913788691968,33.68492736278634,34.00121767999631,1612426
