Date,Open,High,Low,Close,Volume
2010-01-04 00:00:00+05:30,221.76378090832247,221.76378090832247,207.68887182635854,218.59310913085938,76646086
2010-01-05 00:00:00+05:30,233.7147728475599,233.7147728475599,216.5403128968154,217.61752319335938,21392825
2010-01-06 00:00:00+05:30,219.4873823501729,222.45481176562942,217.60733879271046,221.13369750976562,23691760
2010-01-07 00:00:00+05:30,221.13372262082555,226.621408784982,219.10123370117134,224.80233764648438,26197920
2010-01-08 00:00:00+05:30,225.1986418470306,226.37748661240903,222.75966905192595,224.212890625,15110149
2010-01-11 00:00:00+05:30,230.62538538425426,233.67412552805254,213.41030406628977,219.81260681152344,188649642
2010-01-12 00:00:00+05:30,222.5564264264373,231.15381059593588,218.89796045896998,220.39183044433594,32790509
2010-01-13 00:00:00+05:30,221.1337157496213,221.94669772465753,217.19069686530682,221.2556610107422,15360176
2010-01-14 00:00:00+05:30,220.72720970976556,228.6132200478534,220.72720970976556,227.98316955566406,24545629
2010-01-15 00:00:00+05:30,228.81642756222374,231.47897999995922,224.59904620328788,225.75755310058594,18766617
2010-01-18 00:00:00+05:30,224.99542581339668,226.91611795985926,221.9365371857496,223.4710693359375,14172193
2010-01-19 00:00:00+05:30,223.5726689615741,224.80231070383877,220.04631026671518,220.52395629882812,13064666
2010-01-20 00:00:00+05:30,222.556433046322,222.9832549930597,217.88172940830188,218.9995880126953,19331024
2010-01-21 00:00:00+05:30,218.49147282056526,218.89797056544754,213.46109545060816,214.23342895507812,18611321
2010-01-22 00:00:00+05:30,211.58102073060584,217.67845887160658,209.2436692170962,214.1927490234375,39869565
2010-01-25 00:00:00+05:30,213.3391447466,214.3045718395903,210.70709176050235,211.79446411132812,13393277
2010-01-27 00:00:00+05:30,210.15831851992124,213.4102869421013,207.31284784645905,208.8473663330078,24843485
2010-01-28 00:00:00+05:30,211.37779171595196,212.68874386266097,208.3290790454105,210.7985382080078,33223459
2010-01-29 00:00:00+05:30,209.93473824827493,213.77612229329202,206.9266739081459,212.637939453125,23333042
2010-02-01 00:00:00+05:30,210.86964475730426,214.4264892985016,210.4733091782357,212.47531127929688,12132865
2010-02-02 00:00:00+05:30,213.8167542227251,214.70088438197942,208.1461375330761,208.79653930664062,17248998
2010-02-03 00:00:00+05:30,209.56888051408248,213.08507707379275,209.56888051408248,210.1481475830078,15052266
2010-02-04 00:00:00+05:30,210.9712509563178,210.9712509563178,206.09330625118616,207.14002990722656,11974603
2010-02-05 00:00:00+05:30,198.16672356885883,204.8230793400624,198.16672356885883,199.52847290039062,29882876
2010-02-08 00:00:00+05:30,200.19919554998916,204.13203902224447,198.16672012637747,202.0995635986328,25894932
2010-02-09 00:00:00+05:30,201.97758235010258,202.84138837955754,199.73170295459522,201.87596130371094,14292031
2010-02-10 00:00:00+05:30,203.22754657324077,203.22754657324077,199.58940484671183,200.219482421875,18261247
2010-02-11 00:00:00+05:30,201.06299798611445,207.2722208740192,200.9105528348456,206.32711791992188,23450102
2010-02-15 00:00:00+05:30,208.73563571651204,208.73563571651204,204.7926160588875,205.28041076660156,13498617
2010-02-16 00:00:00+05:30,205.30068873966874,207.51609542334873,204.26412691519312,206.8555450439453,10068256
2010-02-17 00:00:00+05:30,208.32909836159155,210.93066512022887,207.7295205896204,209.86361694335938,15630122
2010-02-18 00:00:00+05:30,209.34533641353033,211.04246224866273,202.23165927483933,202.80075073242188,19834114
2010-02-19 00:00:00+05:30,202.23163738876866,202.23163738876866,198.60365769201903,199.83331298828125,17754534
2010-02-22 00:00:00+05:30,202.29261097428957,203.2478758973911,197.15043704263255,198.76626586914062,12692045
2010-02-23 00:00:00+05:30,197.963433106496,199.79266612521053,197.15043763872018,198.23782348632812,12976934
2010-02-24 00:00:00+05:30,197.1504412441155,200.3414369810632,196.46956668550627,198.93902587890625,12487589
2010-02-25 00:00:00+05:30,199.20328671594294,200.19920023954396,194.94524219184422,195.74806213378906,18954063
2010-02-26 00:00:00+05:30,196.94716968975368,202.23161240114658,196.38824046689987,198.969482421875,22579233
2010-03-02 00:00:00+05:30,200.19916230269237,203.04463285022405,199.0609659431424,199.83331298828125,18210596
2010-03-03 00:00:00+05:30,200.80889616908652,208.9388098402285,200.80889616908652,208.28842163085938,26623966
2010-03-04 00:00:00+05:30,211.37781248565852,211.37781248565852,204.87388876925732,206.09336853027344,20781218
2010-03-05 00:00:00+05:30,207.71935054569093,208.5323324949394,204.28445059256535,205.23971557617188,11774505
2010-03-08 00:00:00+05:30,207.55671102193347,208.73555569472904,203.65435485624522,204.0811767578125,11941298
2010-03-09 00:00:00+05:30,204.5690305722925,205.64624095784725,200.81910486755802,201.2865753173828,17459521
2010-03-10 00:00:00+05:30,202.23166105692414,207.08928305088494,201.07315392119236,205.0263214111328,24807175
2010-03-11 00:00:00+05:30,205.28035642394457,207.3128451410097,204.67061659260634,206.59130859375,14583772
2010-03-12 00:00:00+05:30,206.2965909397511,209.95504320048954,206.0933353006447,207.6380157470703,22333253
2010-03-15 00:00:00+05:30,207.71930256341352,209.74161521596267,205.9103940617613,208.94894409179688,18131701
2010-03-16 00:00:00+05:30,209.75182178615086,217.8410876788464,209.14208194390505,217.05857849121094,33998717
2010-03-17 00:00:00+05:30,218.45083797473674,220.01584285733585,216.62160479290122,217.41427612304688,21599472
2010-03-18 00:00:00+05:30,218.28820919528044,219.83288961938268,216.27605844581927,218.88778686523438,15292424
2010-03-19 00:00:00+05:30,219.26380919579285,222.86128896250688,217.50571094440377,221.95684814453125,19737747
2010-03-22 00:00:00+05:30,215.84926529062923,223.3694263444037,215.84926529062923,218.278076171875,20468483
2010-03-23 00:00:00+05:30,219.09103498637808,222.3430031468678,218.88779291215573,221.82472229003906,20005544
2010-03-25 00:00:00+05:30,222.7596632174312,222.96291885944416,218.9792520921446,221.8348846435547,22967888
2010-03-26 00:00:00+05:30,222.9629552139841,225.80842612563114,222.5869437473782,223.66415405273438,18075516
2010-03-29 00:00:00+05:30,224.3246943349043,225.5949981526424,221.7434518473099,222.21092224121094,20249784
2010-03-30 00:00:00+05:30,222.75969101532817,224.73119365377326,220.11747587993494,221.16419982910156,18938795
2010-03-31 00:00:00+05:30,222.12957737281104,222.55639925474276,217.73942688837667,218.33900451660156,21647708
2010-04-01 00:00:00+05:30,219.10120196523516,223.26778668755813,218.89795988649053,221.95684814453125,12519976
2010-04-05 00:00:00+05:30,222.8612966027089,229.59897525750677,222.8612966027089,228.83677673339844,19912935
2010-04-06 00:00:00+05:30,229.26361405658133,230.27985162828193,227.67827150527333,228.28802490234375,12481837
2010-04-07 00:00:00+05:30,228.65385069670225,233.674092845396,228.2676907476292,229.60911560058594,20218574
2010-04-08 00:00:00+05:30,230.27986392129446,230.99123839999768,223.87756145078205,224.90396118164062,14723428
2010-04-09 00:00:00+05:30,225.23929094958652,229.87335962575452,225.23929094958652,228.59288024902344,16826518
2010-04-12 00:00:00+05:30,232.7188608023454,232.7188608023454,228.17625046415878,229.1315155029297,12699784
2010-04-13 00:00:00+05:30,229.26359911921278,230.48307869877488,225.86936150925987,227.82052612304688,13971281
2010-04-15 00:00:00+05:30,228.65382658388825,230.66597721869292,220.94057343876338,221.68243408203125,24286918
2010-04-16 00:00:00+05:30,220.74753243550057,222.5564413324608,217.70898174143855,220.37152099609375,18193722
2010-04-19 00:00:00+05:30,219.4670460533009,219.4670460533009,213.6135115139701,215.80859375,16389189
2010-04-20 00:00:00+05:30,217.44474018637152,219.45689105345485,214.29439296586693,216.0931396484375,16748550
2010-04-21 00:00:00+05:30,217.47522000602845,218.22724281650906,213.03425857187713,214.2435760498047,19187549
2010-04-22 00:00:00+05:30,213.51189394685596,222.33284431398573,213.42043501211043,218.64390563964844,25598349
2010-04-23 00:00:00+05:30,219.50769240440403,222.7596605293131,219.50769240440403,221.17433166503906,23235165
2010-04-26 00:00:00+05:30,219.5076873562265,223.1255046950931,216.15409827244306,217.72927856445312,16652152
2010-04-27 00:00:00+05:30,216.05249507607283,217.06873263171855,214.42651770055218,215.69680786132812,13970196
2010-04-28 00:00:00+05:30,214.2130940446111,214.2130940446111,205.68684463515595,206.75390625,40110291
2010-04-29 00:00:00+05:30,208.12582645746983,211.35747061905894,207.14007519876242,210.37171936035156,23447044
2010-04-30 00:00:00+05:30,211.37780291100904,212.8411866984806,209.34532768967017,210.0770263671875,15821019
2010-05-03 00:00:00+05:30,208.53230517058142,209.87374352728057,206.92665212445505,208.0749969482422,12535244
2010-05-04 00:00:00+05:30,208.1665023575769,211.1745806202295,205.9917574657105,207.54660034179688,17348783
2010-05-05 00:00:00+05:30,205.2803351800648,208.03434659182219,203.91858619676424,207.44493103027344,14976570
2010-05-06 00:00:00+05:30,207.27220999184993,207.98357091268818,204.06088982412237,204.84339904785156,23863448
2010-05-07 00:00:00+05:30,198.36993714036723,215.442761100498,198.36993714036723,209.91441345214844,72063684
2010-05-10 00:00:00+05:30,215.19371398910917,221.5410038413194,212.94144455719166,221.00865173339844,38050844
2010-05-11 00:00:00+05:30,222.9742427488364,222.9742427488364,217.72236943954084,218.63351440429688,26325489
2010-05-12 00:00:00+05:30,220.32274928606998,223.06640815712126,217.86573420188253,221.73553466796875,15294301
2010-05-13 00:00:00+05:30,217.44598406073484,223.87517215339668,217.44598406073484,219.45254516601562,11947698
2010-05-14 00:00:00+05:30,218.61304872418697,219.28873635159582,211.91767812052765,213.68878173828125,18161695
2010-05-17 00:00:00+05:30,211.8563022094023,211.8563022094023,206.59419022372867,208.1400604248047,20611809
2010-05-18 00:00:00+05:30,208.84640621827296,211.6003020208283,206.34842866813733,208.96925354003906,15445191
2010-05-19 00:00:00+05:30,208.23216756727035,208.38574040605863,203.74811676679863,204.47499084472656,26097480
2010-05-20 00:00:00+05:30,204.95616167360689,207.4131768080571,203.47170164669672,204.7411651611328,18577281
2010-05-21 00:00:00+05:30,202.68338561690246,204.7206583516813,199.85781524045865,203.84022521972656,19167407
2010-05-24 00:00:00+05:30,208.43692862361226,214.77398147973042,208.11955933312416,209.38902282714844,24726303
2010-05-25 00:00:00+05:30,209.87020324174708,209.87020324174708,201.21945657989951,201.813232421875,25245934
2010-05-26 00:00:00+05:30,203.70714188944442,206.79888147928548,202.90860696611472,206.39962768554688,13726569
2010-05-27 00:00:00+05:30,207.0036578452797,210.42300424294828,205.07899498264422,209.30711364746094,27405100
2010-05-28 00:00:00+05:30,210.8836875291664,212.73668937933317,207.7202731898997,212.25552368164062,17535288
2010-05-31 00:00:00+05:30,210.9246289883534,214.68181893856797,210.63797156840928,214.08804321289062,16548811
2010-06-01 00:00:00+05:30,213.61710645396266,213.9651738535125,205.590849356662,206.9114990234375,19466130
2010-06-02 00:00:00+05:30,207.8226424091893,209.05114291073193,205.43728867284364,207.0138702392578,19728249
2010-06-03 00:00:00+05:30,208.82595795966722,212.53194830841485,208.82595795966722,211.0577392578125,17106958
2010-06-04 00:00:00+05:30,211.09867040185796,212.12243912879103,209.34805499148666,211.13963317871094,14088022
2010-06-07 00:00:00+05:30,207.82265564221674,207.82265564221674,204.75137685694622,206.33819580078125,13503377
2010-06-08 00:00:00+05:30,206.73748175916342,207.35174577190014,203.7481145907753,204.01429748535156,15226706
2010-06-09 00:00:00+05:30,204.79233721958028,207.82266706325422,204.75138810919944,206.19488525390625,15242486
2010-06-10 00:00:00+05:30,206.79891833195057,208.3243275131083,206.21537978457053,207.89434814453125,13962908
2010-06-11 00:00:00+05:30,209.87019856404635,215.16302196540008,209.0511889374132,214.2518768310547,23307069
2010-06-14 00:00:00+05:30,215.9922296660481,219.08396926011878,214.80466455619143,217.75308227539062,15892958
2010-06-15 00:00:00+05:30,218.10120566684287,219.06353720638845,215.00946547295345,218.2854766845703,18992836
2010-06-16 00:00:00+05:30,219.08396648910872,219.6265558193285,216.03317604073106,216.61671447753906,11833071
2010-06-17 00:00:00+05:30,217.71215754987892,220.5172537083495,216.68840242172266,219.3706512451172,21047804
2010-06-18 00:00:00+05:30,221.1724462818056,223.13807192150352,215.10157664721774,215.87962341308594,38277934
2010-06-21 00:00:00+05:30,217.24124984259703,219.43209586697074,217.24124984259703,218.19334411621094,11792906
2010-06-22 00:00:00+05:30,217.65070247823272,220.06676805909507,216.41195102450092,217.8144989013672,12908863
2010-06-23 00:00:00+05:30,216.9750534097431,218.57210972195347,215.80796275749418,216.77029418945312,11659191
2010-06-24 00:00:00+05:30,216.8317293330684,218.22404016661764,214.43613790397944,215.40870666503906,18805263
2010-06-25 00:00:00+05:30,214.9889493851476,218.67446470325294,213.55568963146044,217.64047241210938,20325423
2010-06-28 00:00:00+05:30,219.90298069317186,223.58849604097432,218.09092801591007,223.209716796875,31472648
2010-06-29 00:00:00+05:30,223.3837532745514,223.3837532745514,217.89642245828796,218.56185913085938,14213976
2010-06-30 00:00:00+05:30,217.03648284610432,223.98778588462167,216.52460528366043,223.1483154296875,26637611
2010-07-01 00:00:00+05:30,221.9505276784433,222.43169343922673,218.36738450296042,220.36370849609375,13310905
2010-07-02 00:00:00+05:30,220.3124850768612,221.9402530999287,218.1216394911431,218.86898803710938,10948784
2010-07-05 00:00:00+05:30,219.08398197743995,219.7289441197264,217.58929847752435,218.73590087890625,6399512
2010-07-06 00:00:00+05:30,218.16260526893265,221.52052800809057,218.16260526893265,219.8825225830078,9255011
2010-07-07 00:00:00+05:30,219.90302084476923,220.06681730455725,215.19373594657495,215.71585083007812,13738578
2010-07-08 00:00:00+05:30,217.03647902217514,218.9918537364863,216.06391030387454,216.4427032470703,11977911
2010-07-09 00:00:00+05:30,217.84526645412726,218.26499486943877,215.71584420266066,216.55532836914062,12974909
2010-07-12 00:00:00+05:30,217.03651530907746,218.66428374089344,215.40873320933167,216.26869201660156,12563614
2010-07-13 00:00:00+05:30,216.4734092237647,220.6708023147101,216.4734092237647,219.96441650390625,15043285
2010-07-14 00:00:00+05:30,221.13149158815523,224.09016041664103,218.52091752528779,219.17611694335938,15970199
2010-07-15 00:00:00+05:30,219.48325801363237,221.315785406104,218.69496028951676,219.79039001464844,13877250
2010-07-16 00:00:00+05:30,219.29896592299414,219.9029789212389,217.0364594138646,217.64047241210938,8779539
2010-07-19 00:00:00+05:30,216.64746425193914,218.24452069237182,215.76703097023815,216.22772216796875,9808534
2010-07-20 00:00:00+05:30,216.4222339109063,218.2445103910067,214.80468932201478,215.59298706054688,6845092
2010-07-21 00:00:00+05:30,216.81126560898068,217.65074979590182,216.14582882740396,216.70889282226562,9824712
